#pdb-id,I_deeprank_prediction_class,I_p_crystal,I_p_biological,Training
3c1q_1,biological,0.267,0.733,False
3c5q_1,biological,0.004,0.996,False
3c6b_1,biological,0.282,0.718,False
3c8j_1,crystal,0.968,0.032,False
3c8x_2,biological,0.013999999999999999,0.986,False
3c9g_1,biological,0.081,0.919,False
3cb2_1,biological,0.26,0.74,False
3ccg_1,biological,0.03,0.97,False
3ce1_1,biological,0.008,0.992,False
3chi_1,biological,0.028999999999999998,0.971,False
3cl3_7,crystal,0.948,0.052000000000000005,False
3clv_1,crystal,0.985,0.015,False
3cnk_1,biological,0.061,0.9390000000000001,False
3cpe_5,crystal,0.953,0.047,False
3crj_1,biological,0.0,1.0,False
3ctz_1,biological,0.015,0.985,False
3cwn_2,biological,0.159,0.841,False
3cyv_1,crystal,0.9470000000000001,0.053,False
3cz7_3,crystal,0.951,0.049,False
3d6r_3,crystal,0.706,0.294,False
3d7a_1,biological,0.027000000000000003,0.973,False
3d7q_2,biological,0.001,0.9990000000000001,False
3d8u_1,biological,0.046,0.9540000000000001,False
3da8_1,biological,0.078,0.922,False
3dcj_1,crystal,0.996,0.004,False
3dd9_1,biological,0.0,1.0,False
3ded_1,biological,0.076,0.924,False
3dex_1,biological,0.026000000000000002,0.9740000000000001,False
3dh1_1,biological,0.002,0.998,False
3die_1,biological,0.001,0.9990000000000001,False
3dih_2,crystal,0.634,0.366,False
3dka_1,biological,0.0,1.0,False
3dl3_1,crystal,0.7040000000000001,0.29600000000000004,False
3dm8_1,biological,0.0,1.0,False
3do5_1,biological,0.054000000000000006,0.946,False
3dpt_1,crystal,0.988,0.012,False
3dqv_12,crystal,0.9790000000000001,0.021,False
3dqz_2,biological,0.016,0.9840000000000001,False
3dui_1,biological,0.08199999999999999,0.9179999999999999,False
3duv_1,biological,0.07,0.93,False
3dvf_1,crystal,0.733,0.267,False
3dxb_16,crystal,0.88,0.12,False
3dyd_1,biological,0.001,0.9990000000000001,False
3e6d_1,biological,0.08900000000000001,0.9109999999999999,False
3e7k_14,biological,0.109,0.8909999999999999,False
3e8s_1,biological,0.013999999999999999,0.986,False
3eb8_3,crystal,0.9470000000000001,0.053,False
3ec9_1,biological,0.011000000000000001,0.9890000000000001,False
3eeg_1,biological,0.023,0.977,False
3ees_1,biological,0.01,0.99,False
3efb_1,biological,0.004,0.996,False
3egj_2,biological,0.10099999999999999,0.899,False
3ego_1,biological,0.018000000000000002,0.982,False
3ehc_1,biological,0.035,0.965,False
3eij_1,biological,0.027999999999999997,0.972,False
3enm_11,crystal,0.643,0.35700000000000004,False
3erj_1,biological,0.0,1.0,False
3esf_1,biological,0.14300000000000002,0.857,False
3eul_6,biological,0.077,0.9229999999999999,False
3eus_1,biological,0.205,0.795,False
3ez9_2,crystal,0.996,0.004,False
3f14_1,biological,0.0,1.0,False
3f3y_2,crystal,0.9790000000000001,0.021,False
3f4k_1,biological,0.382,0.618,False
3f8h_1,biological,0.004,0.996,False
3f9s_1,biological,0.0,1.0,False
3fb3_1,biological,0.098,0.902,False
3fbt_2,crystal,0.836,0.16399999999999998,False
3fcx_1,biological,0.326,0.674,False
3fdg_1,biological,0.188,0.812,False
3fe1_7,biological,0.40700000000000003,0.593,False
3ffn_1,crystal,0.945,0.055,False
3fg3_1,crystal,0.995,0.005,False
3fg6_42,crystal,0.731,0.26899999999999996,False
3fh0_1,crystal,0.995,0.005,False
3fjo_2,crystal,0.5670000000000001,0.433,False
3frl_1,crystal,0.9640000000000001,0.036000000000000004,False
3frs_2,crystal,0.597,0.40299999999999997,False
3ftj_3,biological,0.105,0.895,False
3ftj_5,biological,0.008,0.992,False
3g0f_1,crystal,0.53,0.47,False
3g0k_1,biological,0.013000000000000001,0.987,False
3g17_2,biological,0.2,0.8,False
3g45_1,crystal,0.769,0.231,False
3g48_2,crystal,0.746,0.254,False
3gff_1,crystal,0.727,0.273,False
3ghy_3,biological,0.001,0.9990000000000001,False
3glv_1,biological,0.185,0.815,False
3gor_1,biological,0.0,1.0,False
3gty_7,crystal,0.54,0.46,False
3gz1_1,biological,0.047,0.953,False
3h2d_1,biological,0.003,0.997,False
3h7l_3,crystal,0.9990000000000001,0.001,False
3hde_2,biological,0.364,0.636,False
3hdv_3,biological,0.011000000000000001,0.9890000000000001,False
3hf7_2,crystal,0.7659999999999999,0.23399999999999999,False
3hgv_3,crystal,0.997,0.003,False
3hh7_1,biological,0.02,0.98,False
3hha_4,crystal,0.688,0.312,False
3hhv_1,biological,0.036000000000000004,0.9640000000000001,False
3hie_3,crystal,0.9159999999999999,0.084,False
3hj6_1,biological,0.237,0.763,False
3hjg_1,biological,0.17600000000000002,0.8240000000000001,False
3hjp_1,biological,0.027000000000000003,0.973,False
3hm7_2,biological,0.342,0.6579999999999999,False
3hmk_1,biological,0.018000000000000002,0.982,False
3hn2_1,crystal,1.0,0.0,False
3hna_3,biological,0.21,0.79,False
3hpn_1,crystal,0.836,0.16399999999999998,False
3hq2_1,biological,0.021,0.9790000000000001,False
3hqx_1,biological,0.012,0.988,False
3hru_1,biological,0.138,0.862,False
3hv2_1,biological,0.002,0.998,False
3hx8_2,biological,0.0,1.0,False
3hy1_5,crystal,0.9620000000000001,0.038,False
3hy8_1,biological,0.0,1.0,False
3hyq_2,biological,0.121,0.879,False
3hz4_1,crystal,0.894,0.106,False
3hzu_1,biological,0.125,0.875,False
3icw_3,crystal,0.998,0.002,False
3ift_2,crystal,0.981,0.019,False
3igd_1,crystal,0.9259999999999999,0.07400000000000001,False
3ihl_5,biological,0.244,0.7559999999999999,False
3ihr_3,crystal,0.935,0.065,False
3ijl_2,crystal,1.0,0.0,False
3jpw_2,crystal,0.9009999999999999,0.099,False
3jr8_2,crystal,0.527,0.473,False
3jth_1,crystal,0.609,0.391,False
3juw_2,biological,0.008,0.992,False
3jv5_2,biological,0.040999999999999995,0.9590000000000001,False
3jw0_13,crystal,0.902,0.098,False
3k44_21,crystal,0.9640000000000001,0.036000000000000004,False
3k55_9,biological,0.063,0.937,False
3k5s_1,biological,0.18,0.82,False
3k5x_2,biological,0.09300000000000001,0.907,False
3k6k_2,crystal,0.988,0.012,False
3k86_1,biological,0.0,1.0,False
3k8v_9,biological,0.122,0.878,False
3kay_1,biological,0.08900000000000001,0.9109999999999999,False
3kb1_1,biological,0.203,0.797,False
3kbf_1,biological,0.005,0.995,False
3kcn_1,biological,0.444,0.556,False
3keb_1,biological,0.021,0.9790000000000001,False
3kg6_2,biological,0.415,0.585,False
3kg7_2,crystal,0.6829999999999999,0.317,False
3kg8_1,crystal,0.647,0.353,False
3kga_1,crystal,0.804,0.196,False
3khp_2,biological,0.223,0.777,False
3kht_2,biological,0.002,0.998,False
3kkc_1,biological,0.003,0.997,False
3knz_3,biological,0.163,0.8370000000000001,False
3kph_1,biological,0.09,0.91,False
3ksh_1,biological,0.006999999999999999,0.993,False
3kt3_3,crystal,0.998,0.002,False
3ktm_12,crystal,0.9790000000000001,0.021,False
3kux_3,crystal,0.755,0.245,False
3kvb_1,crystal,0.985,0.015,False
3l18_1,biological,0.113,0.887,False
3l1e_1,crystal,0.597,0.40299999999999997,False
3l1w_2,biological,0.006,0.9940000000000001,False
3l5z_1,biological,0.04,0.96,False
3l6b_1,biological,0.018000000000000002,0.982,False
3l9e_2,biological,0.006,0.9940000000000001,False
3l9n_5,crystal,0.963,0.037000000000000005,False
3lag_1,biological,0.003,0.997,False
3lcr_1,biological,0.001,0.9990000000000001,False
3leq_2,biological,0.10800000000000001,0.892,False
3lf6_1,crystal,0.981,0.019,False
3lf7_2,crystal,0.9990000000000001,0.001,False
3lfi_1,crystal,0.9990000000000001,0.001,False
3lhk_2,biological,0.001,0.9990000000000001,False
3lhr_1,biological,0.019,0.981,False
3lhx_1,biological,0.039,0.961,False
3ljb_2,biological,0.07400000000000001,0.9259999999999999,False
3ljs_1,biological,0.172,0.828,False
3lmb_1,biological,0.001,0.9990000000000001,False
3lmn_8,crystal,0.509,0.491,False
3lo3_3,biological,0.021,0.9790000000000001,False
3lp9_1,crystal,0.9990000000000001,0.001,False
3lpm_1,biological,0.221,0.779,False
3lqe_5,crystal,0.6679999999999999,0.332,False
3lqn_1,biological,0.026000000000000002,0.9740000000000001,False
3lrq_1,biological,0.121,0.879,False
3lrq_2,biological,0.209,0.7909999999999999,False
3ltv_1,biological,0.027999999999999997,0.972,False
3lv9_1,biological,0.067,0.9329999999999999,False
3lxy_1,crystal,0.8809999999999999,0.11900000000000001,False
3lyc_3,biological,0.001,0.9990000000000001,False
3lyp_1,biological,0.337,0.6629999999999999,False
3lza_1,biological,0.111,0.889,False
3m45_2,biological,0.485,0.515,False
3m5u_1,biological,0.003,0.997,False
3m7p_3,crystal,0.596,0.40399999999999997,False
3me4_1,crystal,0.998,0.002,False
3mg9_3,crystal,0.8859999999999999,0.114,False
3mgc_2,crystal,0.992,0.008,False
3ml6_3,crystal,0.833,0.16699999999999998,False
3ml6_7,biological,0.313,0.687,False
3mlo_3,crystal,0.961,0.039,False
3mlp_10,crystal,0.998,0.002,False
3mnd_1,biological,0.026000000000000002,0.9740000000000001,False
3mq4_1,biological,0.14300000000000002,0.857,False
3msq_6,biological,0.204,0.7959999999999999,False
3mt5_4,crystal,0.986,0.013999999999999999,False
3mux_1,biological,0.18,0.82,False
3mxo_2,crystal,1.0,0.0,False
3n3m_1,biological,0.001,0.9990000000000001,False
3n5c_1,biological,0.085,0.915,False
3n77_3,biological,0.35700000000000004,0.643,False
3nan_2,crystal,0.871,0.129,False
3nc1_5,crystal,0.626,0.374,False
3nfc_1,biological,0.013000000000000001,0.987,False
3nib_1,crystal,0.8390000000000001,0.161,False
3npc_2,crystal,0.5589999999999999,0.441,False
3nuh_5,crystal,0.7120000000000001,0.28800000000000003,False
3nur_2,biological,0.0,1.0,False
3nyl_3,crystal,0.938,0.062,False
3nyo_3,crystal,0.511,0.489,False
3nzp_2,crystal,0.888,0.11199999999999999,False
3nzr_2,crystal,0.608,0.392,False
3o51_5,biological,0.154,0.846,False
3o63_1,biological,0.12,0.88,False
3o77_2,biological,0.20199999999999999,0.7979999999999999,False
3o9s_1,crystal,0.904,0.096,False
3obh_1,biological,0.204,0.7959999999999999,False
3oco_1,biological,0.122,0.878,False
3oet_2,crystal,0.88,0.12,False
3okt_4,crystal,0.825,0.175,False
3ooo_1,biological,0.04,0.96,False
3opu_23,crystal,0.9990000000000001,0.001,False
3orr_1,biological,0.14800000000000002,0.852,False
3oxp_1,biological,0.05,0.95,False
3oym_4,crystal,0.623,0.377,False
3p0c_3,crystal,0.877,0.12300000000000001,False
3p0u_1,biological,0.324,0.6759999999999999,False
3p27_1,crystal,0.993,0.006999999999999999,False
3p3d_2,biological,0.095,0.905,False
3p4y_1,crystal,0.857,0.14300000000000002,False
3p9x_1,crystal,0.794,0.20600000000000002,False
3pbb_5,crystal,0.9990000000000001,0.001,False
3pc6_1,crystal,0.94,0.06,False
3pc7_1,biological,0.3,0.7,False
3pf9_1,crystal,0.9890000000000001,0.011000000000000001,False
3pfy_4,crystal,0.9590000000000001,0.040999999999999995,False
3pim_1,biological,0.001,0.9990000000000001,False
3pl2_2,crystal,0.72,0.28,False
3pm7_1,biological,0.018000000000000002,0.982,False
3pnd_8,biological,0.428,0.5720000000000001,False
3ppe_1,biological,0.272,0.728,False
3ppl_1,crystal,0.985,0.015,False
3pr8_1,biological,0.059000000000000004,0.941,False
3prb_7,crystal,0.996,0.004,False
3pu7_1,biological,0.043,0.9570000000000001,False
3pyi_1,crystal,0.583,0.41700000000000004,False
3q1d_1,crystal,0.9059999999999999,0.094,False
3q5m_5,crystal,0.845,0.155,False
3q64_1,biological,0.0,1.0,False
3qat_3,crystal,0.92,0.08,False
3qb2_9,crystal,0.97,0.03,False
3qq6_1,biological,0.10099999999999999,0.899,False
3qwm_1,crystal,0.728,0.272,False
3qxu_2,crystal,0.8909999999999999,0.109,False
3qyj_3,biological,0.067,0.9329999999999999,False
3r03_1,biological,0.42700000000000005,0.573,False
3r0n_1,biological,0.013000000000000001,0.987,False
3r6m_1,biological,0.06,0.94,False
3r8k_1,crystal,0.9740000000000001,0.026000000000000002,False
3rbg_2,biological,0.046,0.9540000000000001,False
3ret_7,crystal,1.0,0.0,False
3rjs_1,biological,0.001,0.9990000000000001,False
3rks_2,biological,0.001,0.9990000000000001,False
3rmk_3,crystal,0.593,0.40700000000000003,False
3rny_3,biological,0.364,0.636,False
3ro8_19,crystal,0.996,0.004,False
3rob_1,biological,0.001,0.9990000000000001,False
3rog_2,crystal,0.799,0.201,False
3ros_1,biological,0.105,0.895,False
3rpc_2,crystal,0.9990000000000001,0.001,False
3rri_2,biological,0.026000000000000002,0.9740000000000001,False
3rt2_2,biological,0.046,0.9540000000000001,False
3rtl_6,biological,0.149,0.851,False
3rtr_20,biological,0.002,0.998,False
3s4r_7,crystal,0.593,0.40700000000000003,False
3sdp_1,crystal,0.562,0.43799999999999994,False
3smd_2,biological,0.035,0.965,False
3smt_4,crystal,0.998,0.002,False
3ssi_1,biological,0.017,0.983,False
3sti_6,crystal,1.0,0.0,False
3t6n_4,crystal,1.0,0.0,False
3t9y_1,biological,0.001,0.9990000000000001,False
3tbo_1,biological,0.40299999999999997,0.597,False
3teq_1,biological,0.09,0.91,False
3teq_3,biological,0.374,0.626,False
3ter_1,biological,0.19899999999999998,0.8009999999999999,False
3tg8_4,crystal,0.9640000000000001,0.036000000000000004,False
3tgo_11,crystal,0.996,0.004,False
3thn_1,crystal,0.917,0.083,False
3tn4_1,crystal,0.7709999999999999,0.22899999999999998,False
3tpe_4,crystal,0.993,0.006999999999999999,False
3tqu_2,biological,0.29100000000000004,0.7090000000000001,False
3tsw_4,crystal,0.9990000000000001,0.001,False
3ty9_4,crystal,0.758,0.242,False
3tzu_1,crystal,0.754,0.24600000000000002,False
3u5v_1,biological,0.025,0.975,False
3u8z_10,crystal,0.8079999999999999,0.192,False
3u8z_2,biological,0.084,0.9159999999999999,False
3ucr_1,crystal,1.0,0.0,False
3uen_5,crystal,0.747,0.253,False
3uf5_1,crystal,0.86,0.14,False
3ufe_1,biological,0.001,0.9990000000000001,False
3uit_14,crystal,0.966,0.034,False
3umc_2,biological,0.16399999999999998,0.836,False
3uqz_1,biological,0.043,0.9570000000000001,False
3uro_2,biological,0.06,0.94,False
3ut0_7,crystal,0.5489999999999999,0.451,False
3v00_10,crystal,0.863,0.13699999999999998,False
3v0e_5,crystal,0.9420000000000001,0.057999999999999996,False
3v6n_1,crystal,0.998,0.002,False
3vdu_4,biological,0.115,0.885,False
3vh1_2,crystal,0.996,0.004,False
3vnf_2,crystal,0.929,0.071,False
3vx3_1,crystal,0.992,0.008,False
3w64_1,biological,0.04,0.96,False
3w66_1,biological,0.028999999999999998,0.971,False
3wbi_8,crystal,0.8220000000000001,0.17800000000000002,False
3wbj_2,crystal,0.9009999999999999,0.099,False
3wbj_6,biological,0.196,0.804,False
3wgn_3,crystal,0.89,0.11,False
3wkl_2,crystal,0.997,0.003,False
3woa_1,crystal,0.595,0.405,False
3woi_1,biological,0.361,0.639,False
3wpw_1,biological,0.031,0.9690000000000001,False
3wud_1,biological,0.015,0.985,False
3wxm_3,crystal,0.971,0.028999999999999998,False
3zc9_1,crystal,0.7829999999999999,0.217,False
3zig_1,biological,0.10300000000000001,0.897,False
3zl7_8,crystal,0.9840000000000001,0.016,False
3zpg_1,biological,0.024,0.976,False
3zrd_1,crystal,0.968,0.032,False
3zrt_1,crystal,0.9670000000000001,0.033,False
3zyl_1,biological,0.106,0.894,False
4a12_9,biological,0.405,0.595,False
4a56_1,crystal,0.982,0.018000000000000002,False
4a64_5,biological,0.059000000000000004,0.941,False
4a7p_1,biological,0.011000000000000001,0.9890000000000001,False
4aj7_1,biological,0.391,0.609,False
4aqf_9,crystal,0.995,0.005,False
4aqt_3,crystal,0.973,0.027000000000000003,False
4aw3_1,crystal,1.0,0.0,False
4axv_2,crystal,0.977,0.023,False
4ayg_2,crystal,0.996,0.004,False
4ayn_1,crystal,0.995,0.005,False
4bbr_39,crystal,0.991,0.009000000000000001,False
4bkm_1,biological,0.0,1.0,False
4bla_10,crystal,0.934,0.066,False
4bq8_3,crystal,0.6729999999999999,0.327,False
4c0o_1,crystal,1.0,0.0,False
4c0p_1,crystal,0.977,0.023,False
4c0s_1,biological,0.223,0.777,False
4c5g_6,crystal,0.603,0.397,False
4ccf_7,crystal,0.948,0.052000000000000005,False
4cgr_1,biological,0.067,0.9329999999999999,False
4chl_1,biological,0.008,0.992,False
4ckl_2,crystal,0.593,0.40700000000000003,False
4ckm_2,biological,0.278,0.722,False
4ckn_2,biological,0.294,0.706,False
4cmp_11,crystal,1.0,0.0,False
4cqo_2,biological,0.495,0.505,False
4cqo_7,crystal,0.98,0.02,False
4cyj_12,crystal,0.997,0.003,False
4czm_1,crystal,0.6459999999999999,0.354,False
4czm_5,crystal,0.752,0.248,False
4d6y_1,biological,0.10300000000000001,0.897,False
4d94_2,crystal,0.593,0.40700000000000003,False
4d9o_1,crystal,0.813,0.187,False
4da4_1,crystal,0.9990000000000001,0.001,False
4dez_3,biological,0.473,0.527,False
4dj2_1,crystal,0.9490000000000001,0.051,False
4dj3_1,biological,0.098,0.902,False
4dkc_1,crystal,0.877,0.12300000000000001,False
4dmz_1,crystal,0.975,0.025,False
4dq0_1,biological,0.456,0.544,False
4ds3_1,crystal,0.52,0.48,False
4dsc_1,crystal,0.9940000000000001,0.006,False
4du5_2,crystal,0.9259999999999999,0.07400000000000001,False
4dup_1,biological,0.006,0.9940000000000001,False
4dyw_3,biological,0.002,0.998,False
4e04_1,biological,0.16,0.84,False
4e4j_2,biological,0.3,0.7,False
4e5y_1,biological,0.051,0.9490000000000001,False
4e86_14,biological,0.005,0.995,False
4e89_2,biological,0.149,0.851,False
4eht_1,biological,0.0,1.0,False
4eib_6,crystal,0.902,0.098,False
4emb_2,biological,0.015,0.985,False
4eo9_1,crystal,0.5670000000000001,0.433,False
4epl_2,crystal,0.527,0.473,False
4eru_1,biological,0.15,0.85,False
4ese_1,biological,0.076,0.924,False
4ex4_1,crystal,0.873,0.127,False
4exn_1,crystal,0.99,0.01,False
4exo_1,biological,0.39299999999999996,0.607,False
4exq_2,biological,0.085,0.915,False
4f7o_1,crystal,0.607,0.39299999999999996,False
4f7r_11,biological,0.018000000000000002,0.982,False
4f82_1,biological,0.049,0.951,False
4fbi_1,biological,0.083,0.917,False
4fdb_1,biological,0.009000000000000001,0.991,False
4fhl_2,biological,0.493,0.507,False
4flb_1,crystal,0.679,0.321,False
4fn9_1,crystal,0.91,0.09,False
4fna_6,crystal,1.0,0.0,False
4fqn_1,crystal,0.528,0.47200000000000003,False
4fqu_5,crystal,0.982,0.018000000000000002,False
4fr2_1,biological,0.0,1.0,False
4ft4_1,crystal,0.895,0.105,False
4fzp_1,biological,0.046,0.9540000000000001,False
4g0a_16,crystal,0.9440000000000001,0.055999999999999994,False
4g0b_5,crystal,0.993,0.006999999999999999,False
4g2e_1,crystal,0.871,0.129,False
4g37_4,crystal,0.593,0.40700000000000003,False
4g3u_6,biological,0.035,0.965,False
4g7n_1,crystal,0.887,0.113,False
4g8t_2,crystal,0.807,0.193,False
4ga4_1,crystal,0.836,0.16399999999999998,False
4gc9_1,biological,0.373,0.627,False
4gdy_11,crystal,0.965,0.035,False
4gmg_11,crystal,0.75,0.25,False
4gml_1,crystal,0.557,0.44299999999999995,False
4gtw_1,crystal,0.9940000000000001,0.006,False
4guz_5,biological,0.44,0.56,False
4gvl_7,crystal,0.9940000000000001,0.006,False
4h2i_1,biological,0.025,0.975,False
4h6u_1,biological,0.392,0.608,False
4h6z_1,biological,0.004,0.996,False
4hc1_28,crystal,0.8909999999999999,0.109,False
4hd0_5,crystal,0.77,0.23,False
4hdg_1,crystal,0.9670000000000001,0.033,False
4hhe_4,biological,0.022000000000000002,0.978,False
4hne_6,biological,0.174,0.826,False
4hok_1,biological,0.21100000000000002,0.789,False
4hwx_1,biological,0.353,0.647,False
4i15_1,crystal,0.92,0.08,False
4i1m_4,crystal,0.866,0.134,False
4i1t_1,crystal,0.9259999999999999,0.07400000000000001,False
4i24_3,biological,0.259,0.741,False
4i5q_1,biological,0.111,0.889,False
4i6s_9,crystal,0.578,0.42200000000000004,False
4i8c_13,crystal,0.9940000000000001,0.006,False
4ic3_1,biological,0.19699999999999998,0.8029999999999999,False
4ikm_1,crystal,0.732,0.268,False
4ina_1,biological,0.092,0.9079999999999999,False
4iry_1,crystal,0.748,0.252,False
4iyp_5,crystal,0.626,0.374,False
4iys_1,biological,0.161,0.8390000000000001,False
4j2p_1,crystal,0.7140000000000001,0.28600000000000003,False
4j9a_11,biological,0.071,0.929,False
4jc8_1,crystal,0.848,0.152,False
4jdl_2,biological,0.132,0.868,False
4je1_1,biological,0.319,0.6809999999999999,False
4jp4_1,crystal,0.998,0.002,False
4ju5_1,biological,0.008,0.992,False
4jz2_1,biological,0.065,0.935,False
4k30_3,biological,0.034,0.966,False
4kcx_1,crystal,0.938,0.062,False
4kgb_1,biological,0.03,0.97,False
4kkd_1,crystal,0.593,0.40700000000000003,False
4kmd_4,crystal,0.9990000000000001,0.001,False
4knh_1,biological,0.48700000000000004,0.513,False
4knh_4,crystal,0.843,0.157,False
4kv9_1,crystal,0.9690000000000001,0.031,False
4kvr_2,biological,0.29600000000000004,0.7040000000000001,False
4kxf_17,crystal,1.0,0.0,False
4kyx_1,biological,0.02,0.98,False
4l3q_1,crystal,0.736,0.264,False
4l4w_9,crystal,0.9470000000000001,0.053,False
4l4z_1,biological,0.002,0.998,False
4l7e_1,biological,0.0,1.0,False
4l85_1,biological,0.09300000000000001,0.907,False
4ld8_1,biological,0.11199999999999999,0.888,False
4ldb_4,crystal,0.9940000000000001,0.006,False
4ldz_1,biological,0.145,0.855,False
4le0_1,biological,0.039,0.961,False
4lev_3,crystal,0.9990000000000001,0.001,False
4lft_1,biological,0.08800000000000001,0.912,False
4lhc_2,crystal,0.998,0.002,False
4lir_1,crystal,0.89,0.11,False
4ljk_2,crystal,0.982,0.018000000000000002,False
4lmf_6,biological,0.047,0.953,False
4lo5_2,crystal,0.998,0.002,False
4low_1,biological,0.152,0.848,False
4lrw_1,crystal,0.67,0.33,False
4lza_1,biological,0.001,0.9990000000000001,False
4m58_1,crystal,1.0,0.0,False
4mdh_1,biological,0.018000000000000002,0.982,False
4mei_1,biological,0.099,0.9009999999999999,False
4mhr_2,biological,0.355,0.645,False
4mko_2,crystal,0.987,0.013000000000000001,False
4mkq_1,crystal,0.866,0.134,False
4mmm_5,biological,0.004,0.996,False
4mqb_1,crystal,0.867,0.133,False
4muo_1,biological,0.024,0.976,False
4n3v_1,crystal,0.9990000000000001,0.001,False
4n4a_3,crystal,0.903,0.09699999999999999,False
4nf1_4,biological,0.174,0.826,False
4ngf_4,crystal,0.985,0.015,False
4nif_2,crystal,0.526,0.474,False
4nk0_2,biological,0.33299999999999996,0.667,False
4nld_3,crystal,0.9309999999999999,0.069,False
4nnz_2,biological,0.21600000000000003,0.784,False
4npj_1,crystal,0.8,0.2,False
4nqq_1,biological,0.098,0.902,False
4nsv_1,biological,0.10300000000000001,0.897,False
4nuq_1,biological,0.046,0.9540000000000001,False
4nvr_1,biological,0.313,0.687,False
4nwc_2,crystal,0.981,0.019,False
4nxf_1,biological,0.466,0.534,False
4nxw_2,crystal,0.995,0.005,False
4nzj_2,crystal,0.9990000000000001,0.001,False
4nzq_2,crystal,0.9990000000000001,0.001,False
4nzv_1,crystal,0.988,0.012,False
4o03_1,crystal,1.0,0.0,False
4o1h_1,crystal,0.51,0.49,False
4o1i_2,crystal,0.778,0.222,False
4o1r_2,crystal,0.945,0.055,False
4o1w_1,biological,0.395,0.605,False
4o67_1,crystal,0.998,0.002,False
4o7v_1,biological,0.29,0.71,False
4o9k_1,biological,0.41100000000000003,0.589,False
4oar_3,crystal,0.993,0.006999999999999999,False
4ofd_1,biological,0.311,0.6890000000000001,False
4ohc_2,biological,0.001,0.9990000000000001,False
4oie_1,biological,0.16399999999999998,0.836,False
4oja_1,biological,0.023,0.977,False
4oky_1,biological,0.185,0.815,False
4omv_1,biological,0.32299999999999995,0.677,False
4oph_1,crystal,0.614,0.386,False
4ov8_5,crystal,0.976,0.024,False
4p2l_1,crystal,0.951,0.049,False
4p3o_5,crystal,0.703,0.297,False
4p3w_1,crystal,0.958,0.042,False
4p52_2,crystal,0.997,0.003,False
4p7o_1,crystal,0.985,0.015,False
4paa_1,crystal,0.966,0.034,False
4pbc_1,biological,0.0,1.0,False
4pbe_1,crystal,0.9490000000000001,0.051,False
4pel_7,crystal,0.975,0.025,False
4pfe_1,crystal,0.593,0.40700000000000003,False
4ph6_1,biological,0.002,0.998,False
4pln_1,crystal,0.542,0.45799999999999996,False
4pob_1,biological,0.293,0.7070000000000001,False
4pr3_1,biological,0.003,0.997,False
4pyz_1,crystal,1.0,0.0,False
4pz8_4,crystal,0.998,0.002,False
4pz9_1,biological,0.025,0.975,False
4pzk_1,biological,0.001,0.9990000000000001,False
4q5y_1,crystal,0.695,0.305,False
4q7e_1,crystal,0.958,0.042,False
4q7j_22,crystal,0.995,0.005,False
4q96_2,biological,0.024,0.976,False
4q97_1,biological,0.006999999999999999,0.993,False
4q9a_1,biological,0.348,0.652,False
4qbo_1,biological,0.098,0.902,False
4qdh_1,crystal,0.8690000000000001,0.131,False
